trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.01, 'e': 0.16202575093388075}",20,9,9.694649948435874,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.01, 'e': 0.16041356777517274}",35,0,54.9856803626223,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
185,False,"{'a': 0.01, 'e': 0.15881742610692068}",20,1,22.359843855331942,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
186,False,"{'a': 0.01, 'e': 0.1572371663136276}",25,0,31.306023504245438,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
187,False,"{'a': 0.01, 'e': 0.1556726303679973}",25,3,25.521285482860154,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.01, 'e': 0.1541236618151314}",25,0,32.42542633650032,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
189,False,"{'a': 0.01, 'e': 0.15259010575688386}",20,10,2.3636560780304716,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
190,False,"{'a': 0.01, 'e': 0.15107180883637084}",25,10,8.055578925994634,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
191,False,"{'a': 0.01, 'e': 0.14956861922263504}",30,11,9.456663363132712,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
192,False,"{'a': 0.01, 'e': 0.14808038659546244}",25,7,13.201869103535852,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.01, 'e': 0.14660696213035015}",20,5,-37.560182799957616,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
194,False,"{'a': 0.01, 'e': 0.14514819848362373}",20,0,27.021743988660226,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
195,False,"{'a': 0.01, 'e': 0.14370394977770293}",20,8,13.941938098943519,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.01, 'e': 0.1422740715865136}",35,21,30.599197970789323,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.01, 'e': 0.140858420921045}",20,12,-7.04318227067574,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
198,False,"{'a': 0.01, 'e': 0.13945685621505094}",20,8,12.669795481565636,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.01, 'e': 0.13806923731089282}",20,10,14.719630083697433,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.01, 'e': 0.13669542544552385}",30,15,7.003336697375903,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.01, 'e': 0.1353352832366127}",30,0,14.052583990644893,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
202,False,"{'a': 0.01, 'e': 0.13398867466880493}",20,9,18.386645468242587,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.01, 'e': 0.13265546508012172}",30,8,-14.251791682669467,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
204,False,"{'a': 0.01, 'e': 0.13133552114849303}",30,16,26.519659546135262,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.01, 'e': 0.1300287108784259}",20,0,-0.960188704423675,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
206,False,"{'a': 0.01, 'e': 0.12873490358780423}",25,13,24.501955791429456,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.01, 'e': 0.12745396989482075}",35,12,12.090250658583464,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
208,False,"{'a': 0.01, 'e': 0.12618578170503877}",35,18,25.014011015571228,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.01, 'e': 0.12493021219858241}",25,0,23.74401856820663,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.01, 'e': 0.12368713581745483}",30,24,13.653050794436837,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.01, 'e': 0.1224564282529819}",30,0,23.86219632095914,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
212,False,"{'a': 0.01, 'e': 0.12123796643338168}",25,0,29.672297378391296,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
213,False,"{'a': 0.01, 'e': 0.12003162851145673}",25,6,21.760079233259027,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
214,False,"{'a': 0.01, 'e': 0.11883729385240965}",25,0,18.264840638627373,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
215,False,"{'a': 0.01, 'e': 0.11765484302177918}",20,15,0.1296698891331527,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.01, 'e': 0.11648415777349697}",20,1,-24.505423957751905,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
217,False,"{'a': 0.01, 'e': 0.11532512103806251}",20,0,10.715795772395385,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
218,False,"{'a': 0.01, 'e': 0.1141776169108365}",25,10,16.80880613917333,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
219,False,"{'a': 0.01, 'e': 0.11304153064044985}",20,9,22.90701286623422,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.01, 'e': 0.11191674861732888}",25,0,27.29736809460937,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
221,False,"{'a': 0.01, 'e': 0.11080315836233387}",20,0,18.928919608862877,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
222,False,"{'a': 0.01, 'e': 0.10970064851551141}",20,5,-8.858397494050251,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
223,False,"{'a': 0.01, 'e': 0.10860910882495796}",20,5,24.386050421402945,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.01, 'e': 0.10752843013579495}",25,17,5.077146511261424,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.01, 'e': 0.1064585043792528}",20,13,5.073458788133653,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.01, 'e': 0.10539922456186433}",20,15,7.853840649615047,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.01, 'e': 0.104350484754765}",20,0,28.510190975894883,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
228,False,"{'a': 0.01, 'e': 0.1033121800831002}",20,0,-4.275936449318783,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
229,False,"{'a': 0.01, 'e': 0.10228420671553744}",20,13,13.942245376622536,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.01, 'e': 0.1012664618538834}",20,14,9.52781229210496,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.01, 'e': 0.1002588437228037}",20,13,13.124953503709163,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.01, 'e': 0.09926125155964566}",20,8,11.580040930428007,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
233,False,"{'a': 0.01, 'e': 0.09827358560436154}",25,8,35.00807986062376,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.01, 'e': 0.09729574708953276}",25,7,14.803821937422622,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.01, 'e': 0.09632763823049303}",20,0,19.770734920087445,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.01, 'e': 0.09536916221554961}",25,14,-3.2732289020331606,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
237,False,"{'a': 0.01, 'e': 0.09442022319630235}",20,8,18.195017993961486,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.01, 'e': 0.09348072627805847}",20,10,-23.291987624390245,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
239,False,"{'a': 0.01, 'e': 0.09255057751034329}",20,6,13.010680574130852,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
240,False,"{'a': 0.01, 'e': 0.09162968387750484}",20,8,16.917953774162413,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.01, 'e': 0.09071795328941251}",20,0,25.622793655916816,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
242,False,"{'a': 0.01, 'e': 0.08981529457224763}",20,4,27.152024302742568,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.01, 'e': 0.08892161745938634}",20,15,7.666944744376447,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.01, 'e': 0.08803683258237255}",25,0,25.23126823933141,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
245,False,"{'a': 0.01, 'e': 0.0871608514619813}",20,9,21.588143947104502,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.01, 'e': 0.0862935864993705}",20,10,17.14391140778654,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.01, 'e': 0.08543495096732123}",20,2,15.980856547028026,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.01, 'e': 0.08458485900156469}",30,20,19.60028097065611,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.01, 'e': 0.08374322559219596}",20,6,22.95849331446568,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.01, 'e': 0.08290996657517266}",20,12,-7.711184410153486,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
251,False,"{'a': 0.01, 'e': 0.0820849986238988}",20,7,20.224368198137395,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.01, 'e': 0.08126823924089167}",30,0,40.014490924378116,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
253,False,"{'a': 0.01, 'e': 0.08045960674953244}",25,8,25.78174774035605,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.01, 'e': 0.07965902028589801}",20,0,27.63273632385873,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
255,False,"{'a': 0.01, 'e': 0.07886639979067495}",20,7,0.7127193746487044,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
256,False,"{'a': 0.01, 'e': 0.07808166600115313}",20,3,29.67120398518328,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.01, 'e': 0.07730474044329974}",25,10,27.177488313100092,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.01, 'e': 0.07653554542391151}",25,17,8.10476703689967,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.01, 'e': 0.07577400402284548}",20,9,20.846357077039585,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.01, 'e': 0.07502004008532698}",25,9,29.051021722441607,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.01, 'e': 0.07427357821433388}",25,14,20.224108508490385,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.01, 'e': 0.0735345437630571}",25,8,-7.8883990233627355,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
263,False,"{'a': 0.01, 'e': 0.07280286282743559}",20,12,2.4731206097179292,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.01, 'e': 0.0720784622387661}",20,0,32.33347191393455,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
265,False,"{'a': 0.01, 'e': 0.07136126955638605}",30,12,22.254580870632843,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.01, 'e': 0.0706512130604296}",20,2,-15.72958888836338,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
267,False,"{'a': 0.01, 'e': 0.06994822174465536}",25,18,14.627291636020056,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.01, 'e': 0.069252225309346}",20,9,10.397825942016578,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.01, 'e': 0.06856315415427791}",20,4,28.097253260484948,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.01, 'e': 0.06788093937176144}",20,3,15.156802576001589,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.01, 'e': 0.06720551273974976}",30,0,-13.669443034996757,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
272,False,"{'a': 0.01, 'e': 0.06653680671501686}",20,12,13.99140104132415,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.01, 'e': 0.06587475442640295}",20,13,13.29861114728682,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.01, 'e': 0.06521928966812753}",20,12,2.7735238269300755,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.01, 'e': 0.06457034689316847}",25,13,-0.5702198791053426,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
276,False,"{'a': 0.01, 'e': 0.06392786120670757}",20,10,6.6796527550855185,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
277,False,"{'a': 0.01, 'e': 0.0632917683596407}",25,10,25.198567228804787,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.01, 'e': 0.06266200474215315}",30,18,8.489597817284375,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.01, 'e': 0.06203850737735829}",20,1,17.4650134104126,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
280,False,"{'a': 0.01, 'e': 0.06142121391500013}",20,7,19.332254001348467,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.01, 'e': 0.06081006262521795}",25,8,31.194527019718862,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.01, 'e': 0.06020499239237354}",30,0,48.93080331548665,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.01, 'e': 0.05960594270893937}",25,16,14.085778100184708,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.01, 'e': 0.05901285366944784}",20,6,23.784167786500525,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.01, 'e': 0.05842566596450083}",20,8,21.991806306273446,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.01, 'e': 0.057844320874838456}",20,0,8.510877342981317,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
287,False,"{'a': 0.01, 'e': 0.05726876026546736}",30,8,41.58064901132234,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.01, 'e': 0.0566989265798469}",20,11,14.874469867575792,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.01, 'e': 0.056134762834133725}",20,3,23.750193554144545,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.01, 'e': 0.05557621261148306}",20,8,15.535354888351655,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.01, 'e': 0.05502322005640723}",25,2,23.72086035050047,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.01, 'e': 0.05447572986918986}",20,9,21.94167277513233,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.01, 'e': 0.05393368730035602}",25,10,24.812681950372788,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.01, 'e': 0.053397038145197084}",20,5,26.211630685156315,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.01, 'e': 0.05286572873835037}",30,4,43.69172891009681,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.01, 'e': 0.05233970594843238}",20,7,23.22628422130622,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.01, 'e': 0.05181891717272583}",25,11,11.757584867973389,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
298,False,"{'a': 0.01, 'e': 0.05130331033191911}",20,0,17.25596038621091,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
299,False,"{'a': 0.01, 'e': 0.0507928338648985}",30,0,44.84109464687347,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
300,False,"{'a': 0.01, 'e': 0.050287436723591865}",30,4,48.90004891954092,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.01, 'e': 0.049787068367863944}",20,0,27.934011018066535,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
302,False,"{'a': 0.01, 'e': 0.04929167876046215}",20,0,30.53833466757111,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
303,False,"{'a': 0.01, 'e': 0.04880121836201296}",20,0,22.477473752005302,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
304,False,"{'a': 0.01, 'e': 0.04831563812606777}",20,12,14.08815935360435,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.01, 'e': 0.04783488949419837}",20,10,19.55348546503882,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.01, 'e': 0.04735892439114091}",30,14,21.979297641057094,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.01, 'e': 0.046887695219988486}",20,14,0.3201680134823621,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
308,False,"{'a': 0.01, 'e': 0.04642115485743125}",20,15,9.6046175107653,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.01, 'e': 0.045959256649044204}",20,14,14.874139231058281,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.01, 'e': 0.04550195440462157}",25,15,22.00989081909134,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.01, 'e': 0.0450492023935578}",25,16,-0.9373132032236962,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
312,False,"{'a': 0.01, 'e': 0.044600955340274535}",20,6,23.379303387498116,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.01, 'e': 0.04415716841969286}",30,8,35.98865692710243,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.01, 'e': 0.04371779725275094}",25,5,36.88351238819269,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.01, 'e': 0.043282797901965896}",20,15,9.148154493717955,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.01, 'e': 0.04285212686704019}",30,3,36.36583802384316,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.01, 'e': 0.042425741080511385}",25,14,18.2443678959106,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.01, 'e': 0.04200359790344555}",20,8,21.4887088773322,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.01, 'e': 0.04158565512117316}",25,18,13.69779058387666,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.01, 'e': 0.04117187093906774}",30,0,40.39117570325823,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
321,False,"{'a': 0.01, 'e': 0.04076220397836621}",20,14,9.91973640158951,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.01, 'e': 0.04035661327203115}",25,13,24.435418959748876,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.01, 'e': 0.039955058260653896}",20,10,16.95314732761008,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.01, 'e': 0.039557498788398725}",20,9,7.263302529360986,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
325,False,"{'a': 0.01, 'e': 0.039163895098987066}",20,13,15.835613127749912,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.01, 'e': 0.03877420783172201}",20,9,20.51709617814301,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.01, 'e': 0.038388398017552054}",35,13,38.22957365589656,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.01, 'e': 0.038006427075174314}",25,0,38.85559121761282,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
329,False,"{'a': 0.01, 'e': 0.0376282568071762}",20,9,20.81796393960653,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.01, 'e': 0.03725384939621581}",20,0,24.79557264787599,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
331,False,"{'a': 0.01, 'e': 0.036883167401239994}",20,3,27.84455209043569,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.01, 'e': 0.0365161737537404}",30,13,34.78694927823387,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.01, 'e': 0.03615283175404641}",20,10,18.772435551964634,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.01, 'e': 0.0357931050676553}",30,23,11.20705228125051,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.01, 'e': 0.03543695772159864}",20,0,23.596123716841582,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
336,False,"{'a': 0.01, 'e': 0.035084354100845025}",30,13,30.10983458158516,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.01, 'e': 0.03473525894473856}",20,11,17.4837206098953,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.01, 'e': 0.03438963734347271}",20,2,20.812548636083175,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
339,False,"{'a': 0.01, 'e': 0.034047454734599344}",20,3,27.741389300333637,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.01, 'e': 0.033708676899572396}",20,8,17.975814814023018,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.01, 'e': 0.03337326996032608}",25,8,32.04448268715916,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.01, 'e': 0.03304120037588693}",20,3,6.186876426215027,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
343,False,"{'a': 0.01, 'e': 0.03271243493901982}",35,18,34.56277350642231,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.01, 'e': 0.03238694077290704}",20,10,20.749054932372687,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.01, 'e': 0.03206468532786077}",20,6,26.765610766752197,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.01, 'e': 0.03174563637806794}",30,20,18.75189239430655,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.01, 'e': 0.03142976201836771}",25,13,23.661745356077205,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.01, 'e': 0.03111703066106086}",30,12,35.415308540997614,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.01, 'e': 0.030807411032751076}",30,7,32.55947142354724,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.01, 'e': 0.030500872171217483}",25,15,18.324880183813647,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.01, 'e': 0.0301973834223185}",20,0,28.05196085614377,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
352,False,"{'a': 0.01, 'e': 0.029896914436926308}",25,13,23.154571852598586,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.01, 'e': 0.029599435167892}",25,9,29.941139560374097,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.01, 'e': 0.029304915867040746}",25,0,36.210087955186836,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
355,False,"{'a': 0.01, 'e': 0.029013327082197053}",20,0,12.93471208129385,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
356,False,"{'a': 0.01, 'e': 0.028724639654239423}",20,9,8.444322496990935,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
357,False,"{'a': 0.01, 'e': 0.028438824714184505}",25,10,29.149697326209143,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.01, 'e': 0.028155853680300096}",20,13,10.169422507019055,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.01, 'e': 0.027875698255247015}",35,12,27.74835293495968,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
360,False,"{'a': 0.01, 'e': 0.027598330423249287}",20,7,0.32356740265780126,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
361,False,"{'a': 0.01, 'e': 0.02732372244729256}",30,19,20.554051988613985,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.01, 'e': 0.027051846866350416}",30,20,13.904154312566222,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.01, 'e': 0.026782676492638175}",20,0,33.35245431229487,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
364,False,"{'a': 0.01, 'e': 0.02651618440889418}",20,11,16.11876136370676,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.01, 'e': 0.02625234396568796}",20,0,26.282461208002726,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
366,False,"{'a': 0.01, 'e': 0.025991128778755347}",25,17,13.208528168287055,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.01, 'e': 0.02573251272635994}",25,9,26.020271648051676,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
